# z_Value Average_Flux
3.876655110419740397e-02 2.986187171936035156e+01
3.854488496876955911e-02 3.751497268676757812e+01
8.925343710243052731e-02 1.210905609130859375e+02
3.640368442655222275e-02 8.781484222412109375e+01
3.477413701194314449e-02 6.415609741210937500e+01
5.713130220601043974e-02 9.342050170898437500e+01
2.406852732591903410e-02 8.326261138916015625e+01
4.695725891744388647e-02 5.317071533203125000e+01
3.544935406985970372e-02 4.560245132446289062e+01
3.330572987308830918e-02 3.668744659423828125e+01
6.372416662638165363e-02 1.121021652221679688e+02
4.094764369029047640e-02 6.633270263671875000e+01
2.336101670867450977e-02 1.479868469238281250e+02
9.377754860049676566e-02 1.786761322021484375e+02
8.051039806757433193e-02 1.854444885253906250e+02
4.238703247867414009e-02 3.511477279663085938e+01
7.085069357787876498e-02 1.230045471191406250e+02
2.763575380438434287e-02 6.697161102294921875e+01
1.773420789270310771e-02 7.447078704833984375e+01
2.501178747667561625e-02 9.633025360107421875e+01
5.372901524557320563e-02 1.098138046264648438e+02
1.388190723534248397e-02 5.860791015625000000e+01
2.516958703939590342e-02 3.721062088012695312e+01
7.678458597626305893e-02 3.198076477050781250e+02
3.521124638597081941e-02 1.190532760620117188e+02
7.752910645358936093e-02 1.362784729003906250e+02
3.588469483110468677e-02 3.791273880004882812e+01
4.070822592285884556e-02 6.480992126464843750e+01
3.987252363095940277e-02 3.282464981079101562e+01
1.936316576971796807e-02 1.435679931640625000e+02
4.274186860621910500e-02 5.924959564208984375e+01
4.428357491928907458e-02 8.437414550781250000e+01
3.688114437369559295e-02 1.121388473510742188e+02
2.572047716910861453e-02 1.052347640991210938e+02
2.171286610775880616e-02 7.508882904052734375e+01
5.932438205651942298e-02 1.905414581298828125e+02
2.292253174692695725e-02 3.429479598999023438e+01
2.171286610775880616e-02 8.973252868652343750e+01
8.900294912906304978e-02 2.430317230224609375e+02
2.690197601210831194e-02 1.299910736083984375e+02
2.194848463291654631e-02 9.858280181884765625e+01
3.965111951224020020e-02 5.324136734008789062e+01
2.561855266948520268e-02 3.579552841186523438e+01
4.141881523642877705e-02 4.358255767822265625e+01
3.477413701194314449e-02 2.809598731994628906e+01
4.286724360125716837e-02 6.425487518310546875e+01
2.642910135736446092e-02 1.811683959960937500e+02
3.677240743965003861e-02 3.518327713012695312e+01
4.230141851915752288e-02 4.826161956787109375e+01
7.430826606381867039e-02 1.527897491455078125e+02
8.649787288285583353e-02 1.487572479248046875e+02
6.250028658077498578e-02 1.060827941894531250e+02
2.501178747667561625e-02 6.002676010131835938e+01
4.912924642291515570e-02 1.253418273925781250e+02
4.340326428276002763e-02 5.924618148803710938e+01
8.175504293733305838e-02 1.606942138671875000e+02
3.592642099194025967e-02 3.930626678466796875e+01
8.449855438831478660e-02 1.276563720703125000e+02
6.347891898718492631e-02 1.276941986083984375e+02
2.194848463291654631e-02 9.850075531005859375e+01
7.011134793054626946e-02 7.526674652099609375e+01
7.406111880348489884e-02 1.821306457519531250e+02
2.832132052228837626e-02 1.527863464355468750e+02
1.000915617388003914e-01 9.311933135986328125e+01
4.163923679249098564e-02 2.793206977844238281e+01
2.077268465332767974e-02 1.378993377685546875e+02
9.327388698249895749e-02 1.390916442871093750e+02
1.229120379777498030e-02 5.219960784912109375e+01
2.920176216717163334e-02 5.405126953125000000e+01
3.610695050412670443e-02 4.604114532470703125e+01
2.920176216717163334e-02 4.770065689086914062e+01
3.425802960028960509e-02 6.806396484375000000e+01
2.619302430296678585e-02 1.025767440795898438e+02
3.116708399377920644e-02 4.198883056640625000e+01
7.085069357787876498e-02 3.351583862304687500e+02
4.075656800558518505e-02 4.091920089721679688e+01
2.964876267194682669e-02 5.031960678100585938e+01
7.827349592256148403e-02 1.374450073242187500e+02
2.430414585107677425e-02 8.547600555419921875e+01
6.568516517729823534e-02 1.415257568359375000e+02
9.478500284484643601e-02 1.340865478515625000e+02
2.879511223551212487e-02 6.545518493652343750e+01
6.818002277187209907e-03 6.504708862304687500e+01
7.011134793054626946e-02 1.768351440429687500e+02
2.718777073695211391e-02 7.360704040527343750e+01
7.604117906994818654e-02 1.078272247314453125e+02
3.069224421372125297e-02 1.531093597412109375e+02
9.302182690888019523e-02 2.413364105224609375e+02
3.807548203541389481e-02 1.167179565429687500e+02
4.119773863859527152e-02 7.150122833251953125e+01
8.051039806757433193e-02 1.328243713378906250e+02
7.406111880348489884e-02 4.770333099365234375e+01
1.936316576971796807e-02 7.963389587402343750e+01
4.186018238197036778e-02 6.561567687988281250e+01
9.050816961546816197e-02 1.446005249023437500e+02
2.336101670867450977e-02 1.298736114501953125e+02
3.987252363095940277e-02 4.315731811523437500e+01
3.164159625295147327e-02 9.118647003173828125e+01
3.497254916448767209e-02 8.042560577392578125e+01
2.974321969537677482e-02 1.654281463623046875e+02
7.802549710792515414e-02 1.520955047607421875e+02
7.901840942495054476e-02 1.249653167724609375e+02
4.816325632269242291e-02 8.728608703613281250e+01
8.350000871205552622e-02 2.608049011230468750e+02
3.121149582587734103e-02 9.107685089111328125e+01
2.853106489747747262e-02 5.669074249267578125e+01
2.406852732591903410e-02 6.626258087158203125e+01
7.703291231178520382e-02 2.969274597167968750e+02
3.140434012336531383e-02 3.870309829711914062e+01
2.524812654778182605e-02 9.025741577148437500e+01
2.572047716910861453e-02 2.673151855468750000e+02
4.296255217898986567e-02 7.600668334960937500e+01
7.802549710792515414e-02 1.622125091552734375e+02
3.688114437369559295e-02 7.052602386474609375e+01
2.006740117810570934e-02 1.450804748535156250e+02
4.575270260409230322e-02 9.933184814453125000e+01
4.252164356268833129e-02 7.310159301757812500e+01
9.428147223520298714e-02 1.705673980712890625e+02
3.664211963132674860e-02 7.138131713867187500e+01
3.721600172721412081e-02 5.011764907836914062e+01
8.850144914891086567e-02 1.845449218750000000e+02
4.142719977110220081e-02 1.521245117187500000e+02
3.140434012336531383e-02 6.327656555175781250e+01
4.310718540210590338e-02 5.480002593994140625e+01
1.749760680488832154e-01 2.376117858886718750e+02
3.388459028643797666e-02 5.430152511596679688e+01
3.711964508264725682e-02 4.847036743164062500e+01
4.262684327116851579e-02 4.233572006225585938e+01
9.226721878827480461e-02 1.471900634765625000e+02
3.031867389151538320e-02 3.083256721496582031e+01
2.265448865408700718e-02 1.299848175048828125e+02
