O_II_1, 3727.1
O_II_2, 3729.9
Ne_III_1, 3869.9
H_eps, 3890.2
Ne_III_2, 3971.1
H_del, 4102.9
H_gam, 4341.7
O_III_1, 4364.4
He_II_1, 4687
H_beta, 4862.7
O_III_2, 4960.3
O_III_3, 5008.2
He_II_2, 5413
O_I_1, 5578.9
O_I_2, 6302
S_III_1, 6313.8
O_I_3, 6365.5
N_II_1, 6549.9
H_alpha, 6564.6
N_II_2, 6585.3
S_II_1, 6718.3
S_II_1, 6732.7
Ar_III_1, 7137.8
